
Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
1201,2015-06-26,LAA,SEA,L 1-3,36,33,1,9,1,0,1,1,1,0,9,1,1,0,0,1,0,0,-0.477,-3.115,1.383,8,10,41137,163,79,torf,6,,cloudy
1202,2015-06-26,BAL,CLE,W 4-3,35,32,4,10,3,0,1,4,2,1,10,0,0,1,0,1,0,0,0.305,-0.009,1.152,7,10,31112,167,76,rtol,3,,cloudy
1203,2015-06-26,DET,CHW,W 5-4,36,36,5,14,3,1,2,5,0,0,5,0,0,0,0,1,0,0,0.449,1.189,1.269,7,11,38455,167,73,ltor,7,,
1204,2015-06-26,MIA,LAD,L 1-7,32,31,1,6,0,0,0,1,1,0,16,0,0,0,0,0,1,2,-0.149,-3.097,.721,4,12,21957,158,78,,0,none,dome
1205,2015-06-26,HOU,NYY,L 2-3,35,32,2,5,1,0,0,2,3,0,11,0,0,0,0,0,2,0,-0.480,-2.382,1.222,6,10,37748,188,73,,0,none,dome
1206,2015-06-26,MIL,MIN,W 10-4,40,36,10,12,2,0,3,9,3,0,6,0,1,0,1,1,2,0,0.519,6.253,.295,6,15,33296,169,72,,0,none,dome
1207,2015-06-26,NYM,CIN,W 2-1,31,27,2,2,0,1,1,2,3,0,8,1,0,0,1,0,1,0,-0.079,-1.527,1.126,5,12,28109,144,77,fromrf,7,,cloudy
1208,2015-06-26,OAK,KCR,L 2-5,33,31,2,4,2,0,0,2,1,0,5,1,0,0,0,0,0,0,-0.292,-2.379,.707,4,10,27365,171,63,torf,15,,sunny
1209,2015-06-26,PHI,WSN,L 2-5,33,33,2,7,3,0,1,2,0,0,7,0,0,0,0,0,0,0,-0.339,-2.178,.627,4,13,22292,158,78,rtol,1,,cloudy
1210,2015-06-26,SDP,ARI,W 4-2,32,29,4,8,3,0,0,3,0,0,7,0,2,1,1,0,2,0,0.155,0.546,.916,4,13,30317,162,71,ltor,9,,cloudy
1211,2015-06-26,SFG,COL,L 6-8,40,35,6,9,1,0,1,5,5,0,7,0,0,0,0,1,0,0,0.073,1.954,1.158,7,15,41887,210,64,tocf,16,,cloudy
1212,2015-06-26,TOR,TEX,W 12-2,41,34,12,13,2,0,4,12,6,0,3,0,0,1,0,1,0,0,0.502,8.142,.342,5,12,25821,146,68,fromrf,3,,sunny
1213,2015-06-25,BOS,BAL,L 6-8,39,38,6,12,3,0,1,5,0,0,7,1,0,0,0,1,0,0,-0.122,1.359,1.167,6,9,37706,186,78,tocf,7,,cloudy
1214,2015-06-25,CHC,LAD,L 0-4,35,32,0,8,3,0,0,0,3,0,8,0,0,0,0,2,0,0,-0.294,-4.178,.754,8,17,41498,177,73,rtol,9,,overcast
1215,2015-06-25,COL,ARI,W 6-4,37,30,6,7,0,0,2,4,6,2,5,0,1,0,1,1,2,0,0.352,1.614,1.386,7,16,30568,210,80,tocf,5,,sunny
1216,2015-06-25,MIA,STL,L 1-5,35,30,1,4,0,0,1,1,4,0,7,0,1,0,0,0,0,0,-0.421,-3.098,.979,7,15,20733,167,78,,0,none,dome
1217,2015-06-25,HOU,NYY,W 4-0,34,28,4,7,4,0,0,4,3,0,6,2,0,1,1,0,2,1,0.062,0.107,.625,6,9,28643,149,73,,0,none,dome
1218,2015-06-25,MIL,NYM,L 0-2,30,30,0,4,1,0,0,0,0,0,8,0,0,0,0,1,0,0,-0.603,-4.218,1.097,3,15,33354,166,69,torf,1,,dome
1219,2015-06-25,SFG,SDP,W 13-8,44,41,13,19,4,4,0,13,2,0,13,0,0,1,0,0,1,1,0.401,9.402,.449,7,16,41533,191,71,torf,11,,sunny
1220,2015-06-25,TEX,OAK,L 3-6,38,37,3,10,3,0,1,3,1,0,8,0,0,0,0,0,0,0,-0.099,-1.601,1.001,8,9,29251,177,90,rtol,8,,sunny
1221,2015-06-25,WSN,ATL,W 7-0,37,34,7,12,3,0,1,6,2,0,3,0,1,0,1,2,0,0,0.301,3.135,.323,6,11,37874,156,85,rtol,8,,overcast
1222,2015-06-24,BOS,BAL,W 5-1,32,29,5,7,0,0,1,5,1,0,5,1,1,0,2,2,0,0,0.250,0.874,.936,3,11,37762,158,81,ltor,15,,cloudy
1223,2015-06-24,CHC,LAD,L 2-5,37,33,2,9,1,0,0,1,4,0,8,0,0,0,0,2,0,0,-0.301,-2.177,.964,8,16,36653,192,73,fromrf,4,,overcast
1224,2015-06-24,CLE,DET,W 8-2,43,35,8,13,4,0,1,8,8,1,11,0,0,0,0,0,0,0,0.228,3.872,.517,11,10,20780,186,74,tocf,7,,cloudy
1225,2015-06-24,COL,ARI,L 7-8,39,34,7,8,0,0,1,6,5,0,6,0,0,0,0,2,2,0,0.273,2.067,1.219,5,19,30367,235,63,tocf,9,,overcast
Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
1226,2015-06-24,MIA,STL,L 1-6,34,34,1,7,0,0,1,1,0,0,5,0,0,0,0,0,1,0,-0.300,-3.099,.801,6,13,18492,151,77,,0,none,dome
1227,2015-06-24,MIL,NYM,W 4-1,35,33,4,10,3,0,1,4,2,1,4,0,0,0,0,1,0,0,0.161,0.251,.703,7,11,22017,133,76,fromrf,12,,overcast
1228,2015-06-24,MIN,CHW,W 6-1,35,33,6,11,4,0,0,5,1,0,10,0,0,1,1,1,0,0,0.198,1.992,.684,5,9,28854,139,74,rtol,6,,
1229,2015-06-24,NYY,PHI,W 10-2,47,40,10,15,3,0,0,9,6,0,7,1,0,0,0,0,0,0,0.250,6.188,.490,13,10,45877,190,80,torf,11,,sunny
1230,2015-06-24,PIT,CIN,L 2-5,36,34,2,8,2,0,0,2,1,0,9,0,1,0,0,0,0,0,-0.260,-2.097,1.061,7,15,37659,189,77,rtol,7,,cloudy
1231,2015-06-24,SEA,KCR,L 2-8,36,35,2,9,0,0,0,1,0,0,6,0,0,1,1,1,0,0,-0.177,-2.118,.539,7,9,23392,167,76,torf,2,,cloudy
1232,2015-06-24,SFG,SDP,W 6-0,34,27,6,6,1,1,1,6,4,1,9,0,2,1,1,1,0,0,0.295,2.404,.543,4,14,41744,156,63,tocf,14,,sunny
1233,2015-06-24,TEX,OAK,L 2-8,36,34,2,9,3,0,0,2,2,0,7,0,0,0,0,2,0,0,-0.089,-2.600,.252,7,11,34216,166,93,rtol,10,,sunny
1234,2015-06-23,LAA,HOU,L 3-13,38,37,3,11,2,0,0,3,1,1,6,0,0,0,0,1,0,0,-0.107,-1.118,.439,8,14,41208,179,79,tolf,9,,sunny
1235,2015-06-23,BOS,BAL,L 4-6,40,35,4,8,2,0,0,4,5,0,12,0,0,0,0,0,0,0,-0.224,-0.642,1.028,9,9,36508,188,82,tocf,16,,
1236,2015-06-23,CLE,DET,L 3-7,38,37,3,12,4,0,0,2,0,0,8,0,0,1,1,2,0,0,-0.154,-1.642,.717,8,10,19156,208,74,ltor,8,,sunny
1237,2015-06-23,COL,ARI,W 10-5,36,32,10,11,2,0,5,10,3,0,5,0,1,0,0,2,0,0,0.587,5.615,.862,2,14,30079,171,83,tocf,5,,
1238,2015-06-23,MIA,STL,L 3-4,37,35,3,10,2,0,1,3,2,1,11,0,0,0,0,2,0,0,-0.419,-1.096,1.442,7,16,21759,165,77,,0,none,dome
1239,2015-06-23,MIL,NYM,W 3-2,38,30,3,9,2,0,0,2,5,1,6,1,1,1,0,0,1,0,0.092,-0.749,1.398,11,16,25055,173,77,fromcf,8,,sunny
1240,2015-06-23,MIN,CHW,L 2-6,35,33,2,9,1,0,1,2,1,0,7,1,0,0,0,1,0,1,-0.289,-2.509,1.111,6,9,27349,177,79,tocf,9,,cloudy
1241,2015-06-23,NYY,PHI,L 6-11,43,39,6,13,4,0,4,6,2,0,7,1,0,1,1,1,1,0,0.193,1.710,1.305,10,9,36198,225,81,tocf,7,,overcast
1242,2015-06-23,PIT,CIN,W 7-6,37,29,7,7,3,1,2,6,8,0,5,0,0,0,1,1,1,2,0.459,3.358,.919,6,17,26949,217,78,tocf,9,,cloudy
1243,2015-06-23,SEA,KCR,W 7-0,39,34,7,10,2,0,2,7,5,0,6,0,0,0,0,0,0,0,0.228,3.340,.706,8,10,17460,143,78,fromlf,2,,sunny
1244,2015-06-23,TBR,TOR,W 4-3,36,30,4,9,1,0,1,3,4,0,2,2,0,0,0,2,1,0,0.146,0.188,.878,8,9,11474,134,72,,0,none,dome
1245,2015-06-23,TEX,OAK,L 6-8,42,37,6,11,5,0,1,5,4,0,7,0,0,1,1,1,0,0,0.084,1.399,1.356,9,9,35889,197,91,rtol,9,,sunny
1246,2015-06-23,WSN,ATL,W 3-1,35,33,3,12,2,0,0,3,1,0,3,0,1,0,0,2,1,0,0.075,-0.866,.638,8,14,28344,172,75,fromlf,7,,
1247,2015-06-22,LAA,HOU,W 4-3,38,31,4,7,0,0,2,4,5,0,8,1,1,0,1,0,1,0,0.335,0.339,1.234,10,13,34153,203,77,tocf,8,,cloudy
1248,2015-06-22,CHC,LAD,W 4-2,31,29,4,5,0,0,3,4,2,0,10,0,0,0,0,0,0,0,0.080,0.286,.699,3,16,35147,160,82,tolf,14,,overcast
1249,2015-06-22,CLE,DET,L 5-8,37,34,5,9,2,0,2,5,2,0,3,0,1,0,1,2,0,0,-0.024,0.359,.834,5,10,15746,207,74,tolf,14,,
1250,2015-06-22,MIN,CHW,W 13-2,41,38,13,15,3,0,4,13,2,1,4,0,0,1,1,0,1,0,0.461,8.992,.507,4,11,24094,175,80,,19,,cloudy
Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
1251,2015-06-22,NYY,PHI,L 8-11,44,39,8,14,4,0,2,8,4,0,5,0,0,1,0,0,0,0,0.066,3.711,.829,9,9,36883,213,86,rtol,4,,cloudy
1252,2015-06-22,SEA,KCR,L 1-4,30,29,1,2,1,0,1,1,1,0,13,0,0,0,0,0,0,0,-0.363,-3.117,.826,2,10,23588,154,74,,1,,sunny
1253,2015-06-22,TBR,TOR,L 5-8,46,41,5,15,2,1,1,5,4,0,15,1,0,0,0,0,5,0,0.011,0.712,1.419,14,10,10324,208,72,,0,none,dome
1254,2015-06-21,ARI,SDP,W 7-2,33,30,7,4,1,0,0,5,2,0,6,1,0,0,1,0,1,0,0.350,3.171,.459,2,10,35590,150,79,,0,none,dome
1255,2015-06-21,ATL,NYM,W 1-0,33,30,1,6,2,0,0,1,3,0,7,0,0,0,0,0,1,0,-0.181,-2.526,1.053,8,13,30268,146,93,ltor,8,,cloudy
