
Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
901,2015-07-24,CLE,CHW,L 0-6,31,31,0,7,1,0,0,0,0,0,8,0,0,0,0,2,0,0,-0.472,-4.642,.868,4,9,26553,163,77,fromcf,4,,cloudy
902,2015-07-24,COL,CIN,W 6-5,38,35,6,11,0,2,2,5,2,0,7,0,0,1,0,0,1,0,0.791,1.181,1.593,6,16,37184,185,78,ltor,14,,overcast
903,2015-07-24,KCR,HOU,L 0-4,32,30,0,4,0,0,0,0,2,0,5,0,0,0,0,1,0,0,-0.351,-4.509,.799,5,9,36965,158,93,rtol,7,,cloudy
904,2015-07-24,MIN,NYY,W 10-1,38,37,10,14,5,0,4,10,0,0,6,0,0,1,0,0,0,0,0.247,5.991,.320,4,10,34334,177,86,rtol,11,,cloudy
905,2015-07-24,NYM,LAD,L 2-7,32,31,2,6,1,0,0,2,1,0,7,0,0,0,0,2,1,0,-0.160,-1.967,.405,3,15,36066,160,84,fromrf,4,,cloudy
906,2015-07-24,PIT,WSN,W 7-5,36,35,7,12,2,0,3,7,1,0,12,0,0,0,0,1,0,0,0.678,3.359,.932,5,17,38371,177,82,tocf,8,,cloudy
907,2015-07-24,SDP,MIA,W 3-1,32,31,3,8,2,0,3,3,0,0,6,1,0,0,0,0,0,0,0.124,-0.455,.782,5,13,25897,156,75,ltor,10,,sunny
908,2015-07-24,SEA,TOR,W 5-2,36,31,5,9,3,1,1,4,5,0,8,0,0,0,0,0,0,1,0.258,1.341,.769,7,9,43328,169,71,tocf,2,,cloudy
909,2015-07-24,SFG,OAK,W 9-3,43,38,9,17,3,0,0,8,2,0,7,0,1,2,1,1,1,0,0.323,5.402,.448,10,14,42128,205,66,tocf,16,,sunny
910,2015-07-24,STL,ATL,W 4-2,36,31,4,9,1,0,1,4,5,0,6,0,0,0,2,3,2,1,0.141,0.216,.594,8,14,44778,175,90,torf,8,,cloudy
911,2015-07-24,TBR,BAL,W 3-1,32,27,3,5,1,0,0,3,4,1,5,1,0,0,0,1,1,0,0.156,-0.812,1.782,5,11,17838,175,72,,0,none,dome
912,2015-07-23,LAA,MIN,L 0-3,32,31,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,-0.427,-4.115,.744,5,10,36134,136,79,,4,,sunny
913,2015-07-23,ARI,MIL,W 8-3,41,36,8,13,3,1,1,7,4,1,16,0,0,1,0,0,1,0,0.214,4.169,.505,9,14,18011,192,79,,0,none,dome
914,2015-07-23,CLE,CHW,L 1-8,32,31,1,4,1,0,0,1,1,0,5,0,0,0,0,0,0,0,-0.232,-3.643,.512,4,10,16317,148,76,fromlf,5,,sunny
915,2015-07-23,HOU,BOS,W 5-4,37,32,5,10,3,0,3,5,5,0,5,0,0,0,0,0,0,1,0.493,0.876,1.274,7,10,30748,211,73,,0,none,dome
