
Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
601,2012-05-23,NYY,KCR,W 8-3,39,30,8,8,1,0,3,7,7,0,5,2,0,0,0,2,0,0,0.353,3.876,.306,7,9,40407,173,71,rtol,9,,
602,2012-05-23,PHI,WSN,W 4-1,33,27,4,8,3,0,1,4,3,0,4,0,3,0,0,0,0,1,0.045,0.117,.692,5,11,43926,155,74,tocf,8,,
603,2012-05-23,PIT,NYM,L 1-3,33,31,1,5,1,0,0,1,2,0,8,0,0,0,0,1,0,0,-0.481,-3.067,1.282,5,13,25731,139,73,fromlf,4,,cloudy
604,2012-05-23,SEA,TEX,W 5-3,33,26,5,4,2,0,1,5,6,1,5,0,0,1,0,0,1,0,0.164,1.360,.785,4,10,23097,176,55,tolf,8,,dome
605,2012-05-23,STL,SDP,W 6-3,38,33,6,10,3,0,2,6,4,1,5,0,1,0,0,0,1,0,0.327,2.279,.835,8,14,40715,172,85,rtol,12,,sunny
606,2012-05-24,CHW,MIN,W 11-8,38,36,11,11,3,0,5,11,2,0,5,0,0,0,1,0,0,0,0.740,6.874,.751,3,9,20167,193,82,rtol,17,,sunny
607,2012-05-24,CIN,ATL,W 6-3,35,31,6,10,1,0,2,6,4,0,7,0,0,0,0,2,1,0,0.397,2.044,1.126,5,14,23312,149,82,,15,,cloudy
608,2012-05-24,CLE,DET,W 2-1,30,29,2,6,1,0,1,2,1,0,7,0,0,0,0,1,2,0,-0.098,-1.722,.805,4,10,23622,141,81,tolf,10,,sunny
609,2012-05-24,MIA,SFG,L 7-14,45,40,7,13,1,0,1,7,5,0,8,0,0,0,0,0,2,0,-0.175,2.632,.757,11,15,24099,234,74,,0,none,dome
610,2012-05-24,NYM,SDP,L 5-11,39,35,5,9,2,0,1,4,4,0,7,0,0,0,0,1,3,0,-0.027,0.931,.641,7,16,24109,202,66,fromrf,11,,
