
Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
301,2013-09-06,OAK,HOU,W 7-5,41,37,7,13,2,1,1,7,4,1,7,0,0,0,1,1,1,0,0.528,3.205,1.081,10,13,15502,206,80,torf,7,,sunny
302,2013-09-06,PHI,ATL,W 2-1,28,27,2,4,0,0,1,2,1,0,10,0,0,0,0,0,0,0,0.031,-1.545,.956,2,11,37088,134,71,fromlf,7,,sunny
303,2013-09-06,SDP,COL,W 4-3,36,30,4,8,0,1,2,3,5,1,7,0,1,0,0,2,0,0,0.628,1.822,1.881,7,15,21476,187,75,ltor,8,,cloudy
304,2013-09-06,SEA,TBR,W 6-4,34,30,6,8,2,0,1,6,3,0,8,0,0,1,1,1,2,0,0.536,2.439,1.088,4,11,14796,210,69,,1,,cloudy
305,2013-09-06,SFG,ARI,W 3-0,33,32,3,8,1,0,1,3,1,0,5,0,0,0,1,1,0,0,0.038,-0.295,.797,6,11,41180,132,72,torf,12,,sunny
306,2013-09-06,STL,PIT,W 12-8,41,39,12,16,7,1,1,11,1,0,10,1,0,0,0,0,1,1,0.292,8.422,.355,5,19,40608,227,85,tolf,8,,sunny
307,2013-09-05,LAA,TBR,W 6-2,34,33,6,11,4,0,0,6,1,0,7,0,0,0,0,1,0,1,0.394,2.359,.710,4,9,34623,169,88,tocf,4,,cloudy
308,2013-09-05,BAL,CHW,W 3-1,30,29,3,7,1,0,3,3,1,0,7,0,0,0,0,2,0,0,0.050,-0.992,.736,3,10,17383,154,76,tolf,4,,
309,2013-09-05,CIN,STL,W 6-2,41,34,6,10,0,0,4,6,7,0,9,0,0,0,0,0,1,0,0.276,2.419,.584,11,17,21418,184,85,,10,,cloudy
310,2013-09-05,OAK,HOU,L 2-3,35,34,2,6,2,1,0,2,1,0,10,0,0,0,0,0,0,0,-0.458,-2.269,1.301,6,12,11569,171,69,torf,13,,sunny
311,2013-09-05,SFG,ARI,L 2-4,36,29,2,9,0,1,0,2,5,0,6,0,1,1,0,1,1,0,-0.252,-1.707,1.195,7,16,41193,191,67,tocf,13,,sunny
312,2013-09-04,LAA,TBR,L 1-3,35,32,1,7,1,0,1,1,2,0,7,1,0,0,0,2,0,0,-0.526,-3.098,1.364,7,10,34025,174,89,torf,6,,sunny
313,2013-09-04,ATL,NYM,L 2-5,36,33,2,7,2,0,1,2,1,0,6,0,1,1,1,0,1,0,-0.240,-2.025,.791,7,14,22946,181,84,,0,,cloudy
314,2013-09-04,BOS,DET,W 20-4,48,41,20,19,4,0,8,20,4,1,10,2,0,1,0,1,1,0,0.609,16.009,.577,4,15,33720,213,77,torf,11,,
