
Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
901,2014-06-13,PHI,CHC,L 1-2,34,31,1,5,2,0,0,1,2,0,11,0,1,0,0,0,0,0,-0.568,-3.017,1.554,6,14,26154,171,72,ltor,6,,
902,2014-06-13,SEA,TEX,L 0-1,30,28,0,2,1,0,0,0,2,0,9,0,0,0,0,0,0,1,-0.699,-3.968,1.485,3,10,22039,150,60,ltor,3,,overcast
903,2014-06-13,SFG,COL,L 4-7,38,35,4,9,3,0,0,3,3,1,11,0,0,0,1,1,0,1,0.175,0.221,1.079,7,17,41258,216,64,tocf,15,,sunny
904,2014-06-13,STL,WSN,W 1-0,26,25,1,3,0,0,1,1,1,0,5,0,0,0,0,2,0,0,-0.204,-2.536,.624,1,11,41519,123,76,rtol,4,,sunny
905,2014-06-14,BAL,TOR,W 3-2,34,31,3,7,1,0,1,3,2,0,4,0,0,1,1,0,0,0,0.066,-0.830,1.083,7,10,33901,182,71,ltor,16,,cloudy
906,2014-06-14,BOS,CLE,L 2-3,36,33,2,9,3,0,0,2,3,0,7,0,0,0,0,3,1,0,-0.474,-2.350,1.501,7,10,37181,204,75,ltor,10,,
907,2014-06-14,CHW,KCR,L 1-9,36,34,1,7,1,0,1,1,2,0,11,0,0,0,1,0,0,0,-0.235,-3.045,.499,8,9,24527,183,76,fromcf,9,,sunny
908,2014-06-14,DET,MIN,W 12-9,46,41,12,19,7,1,2,12,4,0,4,0,0,1,0,0,1,0,0.449,8.253,.377,10,9,41498,228,70,tocf,8,,sunny
909,2014-06-14,MIA,PIT,L 6-8,38,34,6,10,0,1,2,6,3,0,8,1,0,0,0,3,0,0,-0.120,2.024,.627,5,15,21195,189,77,,0,none,dome
910,2014-06-14,HOU,TBR,W 7-3,37,31,7,7,3,0,0,6,5,0,7,1,0,0,1,1,0,0,0.381,3.288,.626,6,9,26264,219,73,,0,none,dome
911,2014-06-14,LAD,ARI,W 6-4,33,29,6,8,1,0,1,6,3,1,5,0,1,0,0,0,1,1,0.525,2.606,.935,3,12,51422,159,70,tolf,8,,cloudy
912,2014-06-14,MIL,CIN,W 4-2,31,30,4,6,2,0,1,4,1,0,5,0,0,0,0,0,0,0,0.371,0.360,1.359,3,13,40507,175,70,,0,none,dome
913,2014-06-14,NYM,SDP,L 0-5,34,29,0,2,0,0,0,0,4,0,13,1,0,0,0,0,0,0,-0.269,-3.738,.771,7,13,38269,193,74,ltor,19,,cloudy
914,2014-06-14,OAK,NYY,W 5-1,36,32,5,8,1,0,0,4,4,0,5,0,0,0,0,0,0,0,0.228,1.359,.631,7,12,36067,165,72,tocf,8,,cloudy
915,2014-06-14,PHI,CHC,W 7-4,37,34,7,10,2,1,2,6,3,0,4,0,0,0,0,0,1,0,0.453,3.429,.621,6,15,31524,184,78,ltor,12,,cloudy
916,2014-06-14,SEA,TEX,L 3-4,38,37,3,11,0,0,0,3,0,0,9,0,0,1,1,2,1,0,-0.149,-0.968,1.883,8,11,27700,214,61,,1,,dome
917,2014-06-14,SFG,COL,L 4-5,37,36,4,10,1,0,2,4,0,0,8,0,0,1,1,1,0,0,0.089,0.223,1.230,6,18,41704,203,72,tocf,10,,cloudy
918,2014-06-14,STL,WSN,W 4-1,35,31,4,8,3,0,1,4,3,1,5,1,0,0,0,0,0,0,0.140,0.465,1.027,7,13,44785,164,83,rtol,13,,sunny
919,2014-06-15,ATL,LAA,W 7-3,38,34,7,12,2,0,1,6,3,1,5,0,0,1,0,0,1,0,0.495,3.535,.861,7,17,29320,211,81,ltor,8,,
920,2014-06-15,BAL,TOR,L 2-5,36,35,2,9,2,0,1,2,1,0,10,0,0,0,0,1,0,0,-0.373,-2.308,1.054,7,9,46469,187,74,ltor,6,,cloudy
921,2014-06-15,CHW,KCR,L 3-6,43,39,3,12,4,1,0,2,4,0,5,0,0,0,0,0,0,0,-0.187,-1.045,.958,13,9,29152,190,79,fromrf,18,,
922,2014-06-15,DET,MIN,W 4-3,41,34,4,10,3,1,0,4,5,1,6,0,0,2,1,1,1,0,0.331,-0.001,1.720,11,11,41462,199,74,rtol,12,,sunny
923,2014-06-15,HOU,TBR,L 3-4,33,33,3,6,1,0,2,3,0,0,11,0,0,0,0,0,2,0,-0.379,-1.177,1.196,3,15,25526,221,73,,0,none,dome
924,2014-06-15,LAD,ARI,L 3-6,39,35,3,10,2,0,0,3,3,0,3,1,0,0,1,1,0,1,-0.305,-0.819,1.545,9,15,52519,184,74,tolf,8,,sunny
925,2014-06-15,MIL,CIN,L 4-13,39,35,4,10,3,0,1,4,4,1,4,0,0,0,0,1,1,0,0.041,-0.099,1.243,8,18,42213,199,77,tocf,16,,dome
Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
926,2014-06-15,NYM,SDP,W 3-1,38,30,3,8,4,0,1,3,6,0,10,0,1,1,0,0,0,0,0.118,-0.323,.688,11,15,38987,195,75,fromlf,11,,sunny
927,2014-06-15,OAK,NYY,W 10-5,40,36,10,12,1,0,2,10,3,0,8,1,0,0,1,0,0,0,0.379,6.359,.250,6,9,36067,186,62,torf,13,,cloudy
928,2014-06-15,PHI,CHC,L 0-3,33,30,0,3,0,0,0,0,3,0,6,0,0,0,0,0,1,0,-0.447,-4.016,1.044,6,11,41238,155,80,ltor,11,,sunny
929,2014-06-15,SEA,TEX,W 5-1,37,33,5,13,4,0,0,5,2,0,3,0,1,1,0,1,0,1,0.094,1.473,1.174,8,12,39196,166,60,torf,3,none,dome
930,2014-06-15,SFG,COL,L 7-8,46,37,7,12,0,0,3,7,7,0,6,1,1,0,1,2,1,0,0.130,3.222,1.121,12,16,41824,223,64,tocf,11,,sunny
931,2014-06-15,STL,WSN,W 5-2,35,29,5,9,1,1,2,5,3,0,3,0,2,1,0,1,0,0,0.232,1.465,.484,6,13,45325,160,80,rtol,11,,
932,2014-06-16,ARI,MIL,L 3-9,36,34,3,11,0,0,0,3,0,0,9,1,1,0,0,3,0,0,-0.122,-1.057,1.030,6,13,18262,180,101,torf,11,,sunny
933,2014-06-16,BOS,MIN,W 1-0,32,28,1,6,1,0,0,1,3,0,6,0,0,1,0,0,0,0,-0.226,-2.866,.997,7,10,35693,165,77,rtol,12,,sunny
934,2014-06-16,CLE,LAA,W 4-3,32,28,4,6,0,0,2,4,3,0,4,0,1,0,0,1,0,0,0.109,0.170,.806,4,10,14716,179,81,ltor,5,,cloudy
935,2014-06-16,DET,KCR,L 8-11,42,37,8,13,2,0,1,8,4,0,8,0,1,0,0,1,1,0,-0.036,3.782,.614,7,13,31774,206,89,rtol,3,,cloudy
936,2014-06-16,LAD,COL,W 6-1,41,37,6,15,2,1,0,5,3,0,4,0,1,0,0,0,0,1,0.243,2.607,.749,11,15,44077,191,67,ltor,9,,sunny
937,2014-06-16,OAK,TEX,L 8-14,47,40,8,15,4,0,2,8,6,1,6,0,0,1,0,0,1,0,0.066,3.902,.693,12,10,12412,221,57,torf,19,,
938,2014-06-16,SEA,SDP,W 5-1,38,30,5,7,1,0,2,5,7,0,8,1,0,0,0,1,4,0,0.309,1.475,.344,9,9,17512,164,64,fromlf,3,,cloudy
